time,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_norm
0.23,-0.04215185063273898,-0.7,0.049247792772578694,-0.045104292105745895,-0.6944128467693517,0.08768260698055773,-0.0029524414730069184,0.00558715323064829,0.038434814207979034,0.03895084254642179
0.231,-0.042143761031687696,-0.7,0.04925220648048832,-0.04518738036217212,-0.6943656228603821,0.08765715189943073,-0.003043619330484422,0.0056343771396178965,0.038404945418942404,0.038935198176101436
0.232,-0.04213567096847837,-0.7,0.049256619341232696,-0.04526996507901443,-0.6943196333731955,0.087629593433149,-0.003134294110536062,0.0056803666268044894,0.0383729740919163,0.03891754752351611
0.233,-0.0421275804431997,-0.7,0.049261031354763424,-0.04535203317161369,-0.6942748661426107,0.08759996211229673,-0.0032244527284139915,0.005725133857389264,0.03833893075753331,0.0388979159430648
0.234,-0.04211948945594041,-0.7,0.049265442521032154,-0.04543357197283731,-0.6942313090443899,0.08756828831006502,-0.0033140825168968963,0.005768690955610056,0.03830284578903287,0.03887632870794993
0.23500000000000001,-0.042111398006789244,-0.7,0.04926985283999048,-0.04551456922667091,-0.6941889499946595,0.08753460223810214,-0.003403171219881665,0.005811050005340435,0.038264749398111655,0.038852811005340195
0.23600000000000002,-0.04210330609583492,-0.7,0.04927426231159007,-0.045595013081841516,-0.694147776949365,0.08749893394249919,-0.003491706986006593,0.00585222305063493,0.03822467163090912,0.03882738793173368
0.23700000000000002,-0.042095213723166186,-0.7,0.049278670935782545,-0.045674892085490776,-0.6941077779038348,0.08746131329996595,-0.00357967836232459,0.005892222096165134,0.03818264236418341,0.03880008448855962
0.23800000000000002,-0.04208712088887177,-0.7,0.04928307871251955,-0.04575419517689071,-0.6940689408924019,0.08742177001416648,-0.0036670742880189414,0.005931059107598058,0.03813869130164693,0.038770925577989376
0.23900000000000002,-0.04207902759304043,-0.7,0.04928748564175277,-0.045832911681201245,-0.6940312539881088,0.08738033361221925,-0.003753884088160818,0.005968746011891124,0.038092847970466484,0.038739935998951855
0.24,-0.04207093383576092,-0.7,0.04929189172343389,-0.04591103130327335,-0.6939947053024743,0.08733703344135268,-0.003840097467512432,0.006005294697525643,0.0380451417179188,0.03870714044334263
0.241,-0.04206283961712199,-0.7,0.04929629695751454,-0.04598854412150104,-0.6939592829853287,0.08729189866571922,-0.0039257045043790476,0.0060407170146712375,0.03799560170820468,0.03867256349242402
0.242,-0.04205474493721241,-0.7,0.04930070134394646,-0.04606544058171356,-0.693924975224706,0.08724495826335507,-0.0040106956445011485,0.00607502477529398,0.037944256919408614,0.03863622961339971
0.243,-0.042046649796120945,-0.7,0.04930510488268135,-0.04614171149111842,-0.693891770246799,0.08719624102329046,-0.004095061694997473,0.006108229753200911,0.037891136140609114,0.03859816315616455
0.244,-0.04203855419393637,-0.7,0.04930950757367088,-0.0462173480122897,-0.6938596563159639,0.08714577554279651,-0.00417879381835333,0.006140343684036043,0.037836267969125634,0.03855838835021339
0.245,-0.04203045813074747,-0.7,0.049313909416866794,-0.04629234165720292,-0.6938286217347794,0.08709359022477917,-0.00426188352645545,0.006171378265220517,0.03777968080791237,0.038516929301714214
0.246,-0.042022361606643015,-0.7,0.04931831041222083,-0.04636668428132065,-0.6937986548441553,0.08703971327530043,-0.004344322674677638,0.006201345155844695,0.037721402863079595,0.03847380999072468
0.247,-0.042014264621711796,-0.7,0.04932271055968471,-0.046440368077722415,-0.6937697440234812,0.08698417270123562,-0.004426103456010619,0.006230255976518717,0.03766146214155092,0.038429054268557396
0.248,-0.042006167176042615,-0.7,0.04932710985921018,-0.04651338557128716,-0.6937418776908254,0.08692699630805782,-0.004507218395244546,0.006258122309174552,0.03759988644884764,0.03838268585528187
0.249,-0.04199806926972426,-0.7,0.04933150831074899,-0.04658572961292278,-0.6937150443031654,0.08686821169774667,-0.0045876603431985186,0.0062849556968345155,0.037536703386997675,0.038334728337359736
0.25,-0.04198997090284555,-0.7,0.04933590591425294,-0.046657393373846064,-0.6936892323566657,0.0868078462668194,-0.004667422471000514,0.00631076764333427,0.03747194035256646,0.03828520516540631
0.251,-0.04198187207549527,-0.7,0.04934030266967379,-0.046728370339911715,-0.6936644303869807,0.08674592720447724,-0.004746498264416442,0.006335569613019287,0.03740562453480345,0.038234139652072875
0.252,-0.04197377278776225,-0.7,0.0493446985769633,-0.046798654305994336,-0.6936406269695983,0.0866824814908716,-0.004824881518232085,0.006359373030401683,0.037337782913908296,0.03818155497004961
0.253,-0.04196567303973531,-0.7,0.04934909363607329,-0.04686823937041673,-0.6936178107202072,0.0866175358954784,-0.004902566330681424,0.006382189279792727,0.03726844225940511,0.038127474150177386
0.254,-0.04195757283150327,-0.7,0.049353487846955535,-0.04693711992943421,-0.6935959702950988,0.08655111697558154,-0.004979547097930942,0.006404029704901171,0.03719762912862601,0.03807192007966732
0.255,-0.04194947216315495,-0.7,0.049357881209561874,-0.04700529067176684,-0.6935750943915878,0.08648325107486372,-0.005055818508611892,0.006424905608412135,0.03712536986530185,0.0380149155004255
0.256,-0.0419413710347792,-0.7,0.049362273723844136,-0.047072746573184325,-0.6935551717484636,0.08641396432209855,-0.0051313755384051266,0.006444828251536361,0.037051690598254416,0.037956483007474735
0.257,-0.04193326944646484,-0.7,0.04936666538975411,-0.04713948289114382,-0.6935361911464591,0.08634328262994316,-0.005206213444678982,0.006463808853540809,0.03697661724018905,0.03789664504747241
0.258,-0.04192516739830073,-0.7,0.04937105620724368,-0.04720549515947784,-0.693518141408742,0.0862712316938297,-0.005280327761177109,0.0064818585912579385,0.03690017548658603,0.03783542391732074
0.259,-0.04191706489037572,-0.7,0.04937544617626467,-0.047270779183137275,-0.6935010114014228,0.08619783699094812,-0.005353714292761554,0.006498988598577116,0.03682239081468344,0.03777284176286235
0.26,-0.04190896192277865,-0.7,0.04937983529676894,-0.047335331032985394,-0.6934847900340786,0.08612312377932257,-0.005426369110206747,0.006515209965921365,0.036743288482553635,0.0377089205776618
0.261,-0.04190085849559839,-0.7,0.04938422356870836,-0.0473991470406441,-0.6934694662602972,0.08604711709697843,-0.005498288545045714,0.006530533739702804,0.03666289352827007,0.03764368220186815
0.262,-0.04189275460892379,-0.7,0.04938861099203483,-0.047462223793395736,-0.6934550290782238,0.08596984176119193,-0.005569469184471945,0.006544970921776194,0.036581230769157105,0.037577148321153976
0.263,-0.041884650262843735,-0.7,0.04939299756670021,-0.047524558129136106,-0.6934414675311329,0.08589132236782851,-0.005639907866292371,0.006558532468867062,0.0364983248011283,0.03750934046573076
0.264,-0.041876545457447095,-0.7,0.04939738329265639,-0.04758614713137957,-0.6934287707079984,0.08581158329075848,-0.005709601673932474,0.006571229292001601,0.036414199998102095,0.037440280009433835
0.265,-0.041868440192822744,-0.7,0.049401768169855295,-0.04764698812432304,-0.6934169277440804,0.08573064868135635,-0.0057785479315002955,0.0065830722559195864,0.03632888051150106,0.03736998816887993
