time,joint_positions
2.765,"array('d', [-1.908191752999452, 1.3565242097969143, -2.115998113844166, 2.3299075894054897, 1.5707153890335337, 1.2333902815182722])"
2.766,"array('d', [-1.9081981280249536, 1.3563816890819047, -2.1158164407008706, 2.3298682139264777, 1.5707157468349366, 1.2333839590971338])"
2.767,"array('d', [-1.9082049566433623, 1.3562436652666126, -2.1156271365727206, 2.329831210922509, 1.5707137333786771, 1.2333777902110525])"
2.7680000000000002,"array('d', [-1.908211427133912, 1.3561043102162758, -2.1154425677475244, 2.3297822115342566, 1.5707119408559997, 1.23337081764383])"
2.769,"array('d', [-1.9082177535633433, 1.355964795675123, -2.1152577144078766, 2.32973529312253, 1.5707115378181047, 1.23336435200156])"
2.77,"array('d', [-1.9082238798489966, 1.355824984355207, -2.1150731557796707, 2.329688789180432, 1.5707115201435986, 1.2333580714600934])"
2.771,"array('d', [-1.9082298126975652, 1.3556848990815402, -2.1148887974828243, 2.3296429212231478, 1.5707116778970929, 1.233352018132916])"
2.7720000000000002,"array('d', [-1.9082355509961149, 1.3555445413411693, -2.114704635803412, 2.329597654716063, 1.5707119078099934, 1.23334617946283])"
2.773,"array('d', [-1.9082410957405023, 1.3554039147861279, -2.1145206586470717, 2.329552979123828, 1.5707121724297453, 1.2333405534827713])"
2.774,"array('d', [-1.9082464479608787, 1.3552630225772815, -2.1143368563132445, 2.329508878168681, 1.5707124566576973, 1.2333351376401307])"
2.775,"array('d', [-1.9082516087900248, 1.355121867832937, -2.114153219528934, 2.3294653355592745, 1.5707127544116064, 1.233329929855755])"
2.7760000000000002,"array('d', [-1.9082565793679966, 1.3549804536162988, -2.11396973945132, 2.329422335036836, 1.5707130630501056, 1.2333249281738916])"
2.777,"array('d', [-1.9082613608224426, 1.354838782953999, -2.1137864075673867, 2.3293798606569758, 1.5707133812743195, 1.2333201307301453])"
2.778,"array('d', [-1.9082659542591667, 1.354696858840253, -2.1136032156623847, 2.3293378968573397, 1.5707137083111122, 1.2333155357243584])"
2.779,"array('d', [-1.9082703607591787, 1.354554684238811, -2.113420155801327, 2.3292964284812627, 1.5707140435985136, 1.233311141411216])"
2.7800000000000002,"array('d', [-1.9082745813779005, 1.3544122620836436, -2.1132372203173597, 2.32925544077975, 1.5707143866639994, 1.2333069460956163])"
2.781,"array('d', [-1.9082786171452428, 1.3542695952792025, -2.113054401802696, 2.3292149194058784, 1.5707147370773225, 1.2333029481301707])"
2.782,"array('d', [-1.9082831057667362, 1.354131413259773, -2.1128639896630905, 2.3291767869579956, 1.5707127231440803, 1.2332991050585196])"
2.783,"array('d', [-1.9082872363989476, 1.3539919001195275, -2.1126783215397755, 2.329126694439917, 1.5707109279387799, 1.2332944586418655])"
2.7840000000000003,"array('d', [-1.9082912230530023, 1.3538522256987173, -2.112492376429235, 2.329078722550797, 1.5707105223188431, 1.23329032159563])"
2.785,"array('d', [-1.9082950093997721, 1.353712251286359, -2.112306740702609, 2.329031182878613, 1.5707105004517703, 1.2332863697150385])"
2.786,"array('d', [-1.9082986023387005, 1.3535720001627634, -2.1121213178567784, 2.328984301386977, 1.5707106541842164, 1.2332826460153776])"
2.787,"array('d', [-1.908302000765555, 1.353431473804928, -2.1119361042039646, 2.3289380419692156, 1.5707108803582641, 1.233279137652082])"
2.7880000000000003,"array('d', [-1.9083052057245278, 1.3532906759474135, -2.1117510872791647, 2.3288923936816697, 1.5707111416565969, 1.2332758426430337])"
2.789,"array('d', [-1.908308218283654, 1.3531496098191307, -2.111566257082741, 2.3288473396772478, 1.5707114230059203, 1.2332727583640644])"
2.79,"array('d', [-1.9083110396138807, 1.3530082786087683, -2.1113816040399005, 2.328802863141892, 1.570711718326816, 1.2332698826746262])"
2.791,"array('d', [-1.9083136708921777, 1.3528666854491722, -2.111197119015739, 2.328758947304396, 1.5707120249692954, 1.23326721355707])"
2.7920000000000003,"array('d', [-1.9083161132822535, 1.3527248334361757, -2.111012793213172, 2.3287155757219344, 1.5707123416221485, 1.233264749086721])"
2.793,"array('d', [-1.9083183679251232, 1.3525827256326397, -2.1108286181415656, 2.3286727323462983, 1.5707126674986445, 1.2332624874045428])"
2.794,"array('d', [-1.9083204359361952, 1.3524403650703898, -2.1106445855980236, 2.3286304015472146, 1.570713002022973, 1.2332604267077971])"
2.795,"array('d', [-1.9083223184044966, 1.3522977547508863, -2.1104606876555803, 2.3285885681139735, 1.570713344708897, 1.2332585652453907])"
2.7960000000000003,"array('d', [-1.9083240163927675, 1.3521548976454751, -2.110276916653937, 2.328547217249533, 1.5707136951127245, 1.2332569013153518])"
2.797,"array('d', [-1.9083255309378733, 1.3520117966954739, -2.1100932651913364, 2.3285063345617942, 1.570714052814949, 1.2332554332631058])"
2.798,"array('d', [-1.90832750396601, 1.3518731975214568, -2.1099020004209432, 2.32846787023141, 1.570711990467287, 1.2332541368931513])"
2.799,"array('d', [-1.9083291169024015, 1.3517332636677142, -2.1097155083307078, 2.3284173729321855, 1.5707101749748806, 1.2332520096528512])"
2.8000000000000003,"array('d', [-1.9083305882183164, 1.3515931711724982, -2.1095287322786, 2.328369025801047, 1.5707097691432657, 1.2332503962720556])"
2.801,"array('d', [-1.9083318604598127, 1.351452778796933, -2.1093422706221414, 2.328321106609074, 1.5707097515574333, 1.2332489654539711])"
2.802,"array('d', [-1.9083329407403422, 1.3513121104336685, -2.1091560242333807, 2.328273848757072, 1.5707099119207033, 1.2332477617331152])"
2.803,"array('d', [-1.9083338278947723, 1.3511711675007618, -2.108969989835635, 2.3282272149713643, 1.570710145474748, 1.2332467718910647])"
2.8040000000000003,"array('d', [-1.9083345229775357, 1.3510299537883859, -2.1087841548821604, 2.3281811945191584, 1.5707104144178945, 1.2332459939888831])"
2.805,"array('d', [-1.9083350270589496, 1.35088847256005, -2.1085985093843336, 2.328135770498021, 1.5707107034686598, 1.233245425379876])"
2.806,"array('d', [-1.9083353413155146, 1.3507467270410776, -2.1084130437689734, 2.3280909260635494, 1.5707110064707914, 1.233245063916616])"
2.807,"array('d', [-1.9083354669298596, 1.350604720399764, -2.1082277489060437, 2.328046644404704, 1.5707113207443915, 1.2332449075737755])"
2.8080000000000003,"array('d', [-1.9083354050714993, 1.3504624557668379, -2.1080426160035115, 2.3280029090384953, 1.5707116449670186, 1.2332449544198858])"
2.809,"array('d', [-1.9083351568872169, 1.3503199362394664, -2.10785763657598, 2.3279597038764033, 1.5707119783478323, 1.2332452025893619])"
2.81,"array('d', [-1.9083347234981078, 1.3501771648832217, -2.107672802425814, 2.3279170132482636, 1.570712320309664, 1.2332456502731148])"
2.811,"array('d', [-1.9083341059987882, 1.3500341447327595, -2.107488105631294, 2.3278748219040453, 1.5707126703659728, 1.233246295713851])"
2.8120000000000003,"array('d', [-1.9083333054574803, 1.3498908787920756, -2.107303538537342, 2.327833115008023, 1.5707130280731616, 1.2332471372035336])"
2.813,"array('d', [-1.9083323229164237, 1.3497473700345972, -2.107119093747395, 2.327791878130083, 1.5707133930119646, 1.2332481730816516])"
2.814,"array('d', [-1.9083311593924046, 1.3496036214032197, -2.106934764115835, 2.327751097236088, 1.5707137647800626, 1.2332494017338245])"
2.815,"array('d', [-1.9083304663174685, 1.3494644559124909, -2.1067427039275106, 2.3277127241671485, 1.5707117287103847, 1.2332507805421278])"
2.816,"array('d', [-1.9083294154866346, 1.3493239447540755, -2.1065554854659294, 2.327662110602425, 1.5707099096719903, 1.233251325951063])"
2.817,"array('d', [-1.9083282258039929, 1.349183281432493, -2.106367965224827, 2.3276136864575707, 1.5707095119953731, 1.2332523872849452])"
2.818,"array('d', [-1.9083268388803747, 1.3490423205157724, -2.1061807610641496, 2.3275656751180573, 1.5707095018137494, 1.2332536272686285])"
2.819,"array('d', [-1.9083252620948556, 1.3489010866920519, -2.1059937704693987, 2.327518320199559, 1.5707096700643366, 1.233255092277842])"
2.82,"array('d', [-1.9083234942063343, 1.348759581253643, -2.105806990901113, 2.3274715829841046, 1.570709911393961, 1.2332567687083664])"
2.821,"array('d', [-1.9083215362706278, 1.3486178080218563, -2.105620409865762, 2.327425453203456, 1.5707101879513783, 1.233258654718627])"
2.822,"array('d', [-1.9083193893461372, 1.3484757702665222, -2.105434017532163, 2.3273799141070937, 1.5707104844122142, 1.2332607476684698])"
2.823,"array('d', [-1.9083170546004464, 1.348333471222943, -2.105247804464313, 2.327334949041997, 1.570710794611664, 1.2332630454323408])"
2.824,"array('d', [-1.9083145332072315, 1.3481909140685044, -2.1050617616678746, 2.3272905413756866, 1.5707111158696292, 1.2332655460036994])"
2.825,"array('d', [-1.9083118263274186, 1.3480481019427641, -2.10487588048224, 2.3272466747993596, 1.570711446867309, 1.2332682474697236])"
2.826,"array('d', [-1.9083089350994609, 1.3479050379513453, -2.1046901525496557, 2.327203333393423, 1.5707117868187768, 1.2332711479828609])"
2.827,"array('d', [-1.9083058606363785, 1.3477617251679166, -2.104504569796387, 2.32716050165175, 1.5707121351521838, 1.2332742457515211])"
2.828,"array('d', [-1.9083026040249524, 1.3476181666348712, -2.1043191244209805, 2.327118164483597, 1.570712491386361, 1.233277539035378])"
2.829,"array('d', [-1.9082998113070542, 1.3474791425903785, -2.104126046878323, 2.327078251103948, 1.5707104646946177, 1.233280985569564])"
2.83,"array('d', [-1.908296661393718, 1.3473387780436215, -2.103937792914666, 2.327026235752973, 1.5707086513789803, 1.2332836081969596])"
2.831,"array('d', [-1.9082933715395436, 1.3471982562078624, -2.103749254149187, 2.3269764485707887, 1.5707082496613611, 1.233286748191824])"
2.832,"array('d', [-1.9082898835718292, 1.3470574313972932, -2.1035610506131897, 2.3269271041384236, 1.5707082314902452, 1.233290068355348])"
2.833,"array('d', [-1.9082862050333875, 1.3469163286189936, -2.1033730781605753, 2.326878448335127, 1.5707083910417556, 1.233293615572148])"
2.834,"array('d', [-1.9082823347267026, 1.3467749491906715, -2.1031853340621995, 2.3268304407112486, 1.570708623804174, 1.2332973759966601])"
2.835,"array('d', [-1.9082782737745227, 1.3466332970354253, -2.10299780530245, 2.326783070277661, 1.5707088923196983, 1.2333013477424408])"
2.836,"array('d', [-1.9082740232906448, 1.3464913755130208, -2.1028104815925257, 2.3267363194445063, 1.5707091813854768, 1.233305528071659])"
2.837,"array('d', [-1.9082695844970872, 1.3463491879512177, -2.1026233530389384, 2.3266901707785657, 1.5707094848715897, 1.2333099147697184])"
2.838,"array('d', [-1.9082649586200366, 1.3462067376191806, -2.1024364102032966, 2.326644606886366, 1.5707098000968265, 1.2333145057406112])"
2.839,"array('d', [-1.908260146871594, 1.346064027747784, -2.10224964399297, 2.326599610719463, 1.5707101257282308, 1.2333192989841557])"
2.84,"array('d', [-1.9082551504401293, 1.3459210615333503, -2.1020630456304823, 2.3265551656377093, 1.570710460960977, 1.2333242925674517])"
2.841,"array('d', [-1.908249970487392, 1.3457778421395985, -2.1018766066344243, 2.326511255432805, 1.5707108052028491, 1.233329484615676])"
2.842,"array('d', [-1.9082446081477447, 1.345634372698298, -2.1016903188074587, 2.3264678643296177, 1.5707111579520847, 1.233334873307367])"
2.843,"array('d', [-1.9082390645282683, 1.3454906563095153, -2.101504174226857, 2.3264249769800323, 1.5707115187500342, 1.233340456871872])"
2.844,"array('d', [-1.9082333407091918, 1.345346696041697, -2.1013181652361834, 2.326382578453963, 1.5707118871626746, 1.233346233587589])"
2.845,"array('d', [-1.9082274377444364, 1.3452024949317012, -2.1011322844375355, 2.326340654229448, 1.5707122627732673, 1.2333522017805438])"
2.846,"array('d', [-1.9082220108873322, 1.3450628993944747, -2.1009386638041425, 2.32630115602042, 1.5707102241505129, 1.2333583190789952])"
2.847,"array('d', [-1.908216227296914, 1.3449219541942599, -2.10074992722952, 2.3262493493002294, 1.5707083980401846, 1.2333635917277725])"
2.848,"array('d', [-1.9082103074989494, 1.3447808591094066, -2.1005608837378644, 2.3261998000787143, 1.5707080048001423, 1.2333693848905962])"
2.849,"array('d', [-1.9082041919968995, 1.344639464338412, -2.1003721726487257, 2.3261506698499965, 1.5707079979631922, 1.2333753532586673])"
2.85,"array('d', [-1.9081978885938948, 1.3444977957042306, -2.1001836864108383, 2.3261022154157343, 1.5707081705984784, 1.2333815457620374])"
2.851,"array('d', [-1.9081913959864474, 1.3443558543887442, -2.0999954231713676, 2.3260543950995074, 1.5707084166721506, 1.2333879481301895])"
2.852,"array('d', [-1.9081847152825044, 1.344213644340607, -2.0998073700831745, 2.326007198637338, 1.5707086983326102, 1.2333945585963113])"
2.853,"array('d', [-1.9081778475692042, 1.3440711689169784, -2.099619517142431, 2.32596060879829, 1.5707090002027975, 1.2334013744474852])"
2.854,"array('d', [-1.9081707940464385, 1.3439284314464637, -2.099431854717677, 2.3259146085387887, 1.5707093160977499, 1.2334083935128808])"
2.855,"array('d', [-1.908163555918826, 1.3437854351978142, -2.0992443736289705, 2.3258691808330005, 1.5707096433216603, 1.2334156137371364])"
2.856,"array('d', [-1.9081561343776854, 1.3436421834010737, -2.099057065034808, 2.325824308989928, 1.5707099805432139, 1.2334230331604412])"
2.857,"array('d', [-1.9081485305911798, 1.3434986792512411, -2.098869920401921, 2.3257799767165293, 1.5707103269651794, 1.2334306498892456])"
2.858,"array('d', [-1.9081407457013848, 1.3433549259102595, -2.098682931486204, 2.3257361681420963, 1.570710682005061, 1.2334384620870833])"
2.859,"array('d', [-1.9081327808234885, 1.3432109265076837, -2.0984960903208782, 2.3256928678199427, 1.5707110451714485, 1.2334464679698365])"
2.86,"array('d', [-1.9081246370458802, 1.3430666841409402, -2.0983093892071976, 2.3256500607215593, 1.5707114160161082, 1.233454665803198])"
2.861,"array('d', [-1.9081169697345135, 1.3429270446947785, -2.0981149683798517, 2.325609693322319, 1.5707093762190445, 1.2334630133664752])"
2.862,"array('d', [-1.9081089460373921, 1.3427860547909525, -2.097925445604519, 2.32555702523741, 1.5707075462369073, 1.2334705145453886])"
2.863,"array('d', [-1.9081007867311286, 1.3426449142920203, -2.097735619450152, 2.325506652531269, 1.5707071513519006, 1.233478538730688])"
2.864,"array('d', [-1.9080924319327217, 1.3425034716691902, -2.0975461379533615, 2.325456710743151, 1.5707071416076108, 1.2334867374253555])"
2.865,"array('d', [-1.9080838896552006, 1.3423617532630214, -2.0973568911673466, 2.3254074623050314, 1.570707311654784, 1.2334951606902962])"
2.866,"array('d', [-1.9080751585830407, 1.3422197602182184, -2.097167877428677, 2.325358863896479, 1.5707075553835015, 1.2335037939230495])"
2.867,"array('d', [-1.9080662398637886, 1.342077496558864, -2.0969790835862727, 2.3253109050345158, 1.570707835032937, 1.2335126353714572])"
2.868,"array('d', [-1.908057134611825, 1.3419349656985, -2.0967904994225304, 2.325263568044063, 1.5707081352315106, 1.233521682264301])"
2.869,"array('d', [-1.9080478440555089, 1.3417921710252512, -2.0966021150836034, 2.3252168354899054, 1.5707084497927708, 1.2335309323861745])"
2.87,"array('d', [-1.9080383694268537, 1.3416491158664836, -2.0964139211753303, 2.325170689958841, 1.5707087760127492, 1.2335403836356331])"
2.871,"array('d', [-1.9080287119439885, 1.3415058035104588, -2.096225908647602, 2.3251251143832627, 1.570709112550243, 1.2335500340081706])"
2.872,"array('d', [-1.9080188728012626, 1.341362237209861, -2.0960380687644897, 2.325080092102672, 1.5707094585975399, 1.2335598815665303])"
2.873,"array('d', [-1.9080088531663442, 1.34121842018378, -2.0958503930849943, 2.3250356068879348, 1.5707098135616182, 1.233569924431606])"
2.874,"array('d', [-1.907998654179433, 1.3410743556183677, -2.0956628734510874, 2.3249916429427047, 1.5707101769406873, 1.2335801607776848])"
2.875,"array('d', [-1.9079882769533605, 1.3409300466670908, -2.0954755019782776, 2.3249481848973743, 1.5707105482763486, 1.2335905888298928])"
2.876,"array('d', [-1.9079777225740153, 1.3407854964508212, -2.0952882710473344, 2.3249052178001524, 1.5707109271349171, 1.2336012068624398])"
2.8770000000000002,"array('d', [-1.907967651482412, 1.340645587926021, -2.095093268991338, 2.324864698352572, 1.5707088797303028, 1.2336119726607466])"
2.878,"array('d', [-1.9079572243934313, 1.3405043233386111, -2.094903205685863, 2.3248117658538128, 1.5707070402241654, 1.2336218798392258])"
2.879,"array('d', [-1.907946664022215, 1.3403629118869742, -2.094712828398747, 2.3247611629943363, 1.5707066487296362, 1.2336323130583373])"
2.88,"array('d', [-1.907935909556912, 1.3402211989474675, -2.0945228000140377, 2.3247109834924538, 1.5707066433844752, 1.2336429177271082])"
2.8810000000000002,"array('d', [-1.907924969258083, 1.34007921156205, -2.0943330075220277, 2.3246614986134926, 1.5707068189733373, 1.233653745609689])"
