time,joint_positions
6.338,"array('d', [-1.615684021590362, 1.303510092305061, -2.044859090611072, 2.311322329277255, 1.570625614139757, 1.5258652302646534])"
6.339,"array('d', [-1.6156950238858343, 1.3036470262592421, -2.0450494914995647, 2.3113713538372704, 1.570625642478113, 1.5258542262530046])"
6.34,"array('d', [-1.615706258133492, 1.3037852447113858, -2.0452344223842607, 2.3114267505933626, 1.5706260362991458, 1.5258432121125143])"
6.341,"array('d', [-1.6157176324885603, 1.3039224940426384, -2.0454236823818777, 2.3114740560058142, 1.5706255730752978, 1.525832305764202])"
6.3420000000000005,"array('d', [-1.6157290510538276, 1.3040596099210706, -2.0456143211124664, 2.3115231519770467, 1.5706256263637512, 1.5258208977154961])"
6.343,"array('d', [-1.6157405920026526, 1.3041966025532417, -2.0458062815660107, 2.311574052884924, 1.5706258964247408, 1.5258094918644605])"
6.344,"array('d', [-1.6157523585712208, 1.3043349063926517, -2.045992584979468, 2.3116313819374055, 1.5706264072357439, 1.5257979978339553])"
6.345,"array('d', [-1.6157642665695768, 1.304472222617296, -2.0461832339567745, 2.311680376415828, 1.5706259912779805, 1.5257866028271314])"
6.346,"array('d', [-1.6157763330780315, 1.3046108172154955, -2.0463683963103367, 2.3117356951984203, 1.5706262122275407, 1.5257746885837087])"
6.347,"array('d', [-1.6157885476891876, 1.3047484361939976, -2.046557909165393, 2.3117828647042002, 1.570625673350918, 1.5257629275983529])"
6.348,"array('d', [-1.615800810567405, 1.30488591960635, -2.046748808083911, 2.311831817419041, 1.5706256914603725, 1.5257506773134264])"
6.349,"array('d', [-1.6158133073683398, 1.3050246871660114, -2.046934226155466, 2.31188715200689, 1.5706260762154423, 1.525738408001031])"
6.3500000000000005,"array('d', [-1.6158259400093504, 1.3051624816011211, -2.0471239739870235, 2.311934393902994, 1.5706256059785688, 1.5257262153834374])"
6.351,"array('d', [-1.6158386246596517, 1.305300139548441, -2.047315106977159, 2.311983415783435, 1.57062564938652, 1.5257135527025987])"
6.352,"array('d', [-1.6158514334222351, 1.3054376721225431, -2.047507564416669, 2.3120342462867627, 1.5706259101496005, 1.5257008837722965])"
6.353,"array('d', [-1.6158644706637428, 1.3055765166234312, -2.0476943551802296, 2.3120915179871124, 1.5706264124156608, 1.5256881240913263])"
6.354,"array('d', [-1.615877644848283, 1.3057143700665628, -2.047885494274145, 2.3121404553288585, 1.5706259899773227, 1.5256754317068297])"
6.355,"array('d', [-1.615890985696009, 1.3058535031662937, -2.0480711370612914, 2.3121957200803775, 1.5706262020508541, 1.5256622522614363])"
6.356,"array('d', [-1.61590446948613, 1.305991656746318, -2.0482611365504066, 2.3122428286500316, 1.570625656005677, 1.52564918995578])"
6.357,"array('d', [-1.6159180093066339, 1.3061296724561902, -2.048452532339746, 2.3122917114924975, 1.5706256643644207, 1.5256356704968144])"
6.3580000000000005,"array('d', [-1.615931674643477, 1.306267562244655, -2.0486452602412837, 2.3123424094007405, 1.5706259069183892, 1.5256221415033806])"
6.359,"array('d', [-1.6159455702976249, 1.306406765548062, -2.0488323190328717, 2.312399562998046, 1.5706263980111959, 1.5256085206132997])"
6.36,"array('d', [-1.6159595998809202, 1.306544976309571, -2.0490237321748985, 2.3124483870843386, 1.5706259684295591, 1.5255949469103818])"
6.361,"array('d', [-1.6159738014092413, 1.306684468549236, -2.0492096458061004, 2.312503545041602, 1.5706261726753952, 1.5255809076534308])"
6.362,"array('d', [-1.6159881423938212, 1.3068229792979809, -2.049399924261796, 2.3125505456379427, 1.570625620432392, 1.525566962338013])"
6.363,"array('d', [-1.6160025444219566, 1.3069613511789666, -2.0495916101874943, 2.3125993175965887, 1.57062562098693, 1.5255525813471043])"
6.364,"array('d', [-1.616017183534432, 1.3071010107293395, -2.0497778036298846, 2.312654504300568, 1.570625990852424, 1.5255381683235192])"
6.365,"array('d', [-1.61603195137672, 1.3072396928955081, -2.049968338548398, 2.312701603931097, 1.570625509482828, 1.5255237829533979])"
6.3660000000000005,"array('d', [-1.6160467837722867, 1.3073782355979786, -2.0501602814770314, 2.3127504721980476, 1.5706255367246804, 1.5255089798616561])"
6.367,"array('d', [-1.6160617430361433, 1.3075166517714303, -2.0503535634838603, 2.3128011657920395, 1.570625782666145, 1.5254941580191748])"
6.368,"array('d', [-1.6160769354949933, 1.3076563848745868, -2.0505411645476297, 2.312858337566273, 1.5706262718928776, 1.525479242296336])"
6.369,"array('d', [-1.616092257442138, 1.3077951227245193, -2.0507331276915046, 2.3129071774745578, 1.570625839702648, 1.525464343138744])"
6.37,"array('d', [-1.616107759439212, 1.3079351458651292, -2.05091957815674, 2.312962360732213, 1.5706260381983346, 1.5254490101222766])"
6.371,"array('d', [-1.6161233958122152, 1.3080741839271985, -2.05111040502701, 2.3130093736378625, 1.5706254810367541, 1.5254337360817123])"
6.372,"array('d', [-1.6161391008693118, 1.3082130815727362, -2.0513026533728524, 2.313058149694988, 1.570625474136902, 1.525418058101904])"
6.373,"array('d', [-1.6161549342230335, 1.3083518526592044, -2.051496250133651, 2.3131087591753734, 1.5706257032543587, 1.525402358369888])"
6.3740000000000006,"array('d', [-1.6161710027079366, 1.308491943808027, -2.0516841597984814, 2.313165866391358, 1.5706261830418102, 1.5253865638394282])"
6.375,"array('d', [-1.6161871976927291, 1.3086310381547674, -2.0518764403728817, 2.313214641617544, 1.570625745017458, 1.525370766100334])"
6.376,"array('d', [-1.6162035780531432, 1.3087714210447907, -2.052063200896259, 2.3132697704673433, 1.5706259372961657, 1.5253545557939607])"
6.377,"array('d', [-1.6162200893311411, 1.3089108166484662, -2.0522543488518283, 2.31331672160674, 1.5706253750805148, 1.5253383816365043])"
6.378,"array('d', [-1.6162366742820613, 1.3090500710315738, -2.0524469306452438, 2.3133654329131534, 1.5706253617494423, 1.5253218248645584])"
6.3790000000000004,"array('d', [-1.6162533886252823, 1.3091891988676958, -2.0526408692467437, 2.313415987242861, 1.570625585363649, 1.5253052418258672])"
6.38,"array('d', [-1.6162703400336729, 1.3093296502476348, -2.0528291122114046, 2.3134730603556273, 1.5706260607081084, 1.5252885630469524])"
6.381,"array('d', [-1.6162874149181834, 1.3094691030491532, -2.0530217351396836, 2.313521798830765, 1.570625619157427, 1.525271861097857])"
6.382000000000001,"array('d', [-1.6163046805404593, 1.3096098479692224, -2.053208828252608, 2.3135769020820938, 1.5706258066997962, 1.5252547678352089])"
6.383,"array('d', [-1.6163220736138009, 1.3097496031122757, -2.0534003202005513, 2.313623817189506, 1.570625240317668, 1.525237687816606])"
6.384,"array('d', [-1.6163395453682088, 1.3098892161345832, -2.0535932579013485, 2.313672488977259, 1.5706252214031067, 1.5252202465141125])"
6.385,"array('d', [-1.616357259068057, 1.3100301277358555, -2.0537806720630756, 2.3137276420599706, 1.5706255767313224, 1.5252027566673607])"
6.386,"array('d', [-1.6163750915331185, 1.3101700554858602, -2.053972455871907, 2.313774696105878, 1.5706250842770595, 1.5251852269283548])"
6.3870000000000005,"array('d', [-1.6163930059434595, 1.3103098404984357, -2.054165685701482, 2.3138235038755015, 1.570625094041426, 1.5251673522050353])"
6.388,"array('d', [-1.616411051255555, 1.3104494985089454, -2.054360279265222, 2.3138741650591026, 1.5706253249465172, 1.525149442783761])"
6.389,"array('d', [-1.6164293367384641, 1.3105904859691138, -2.0545491534154112, 2.3139313754279143, 1.5706258025444908, 1.525131435706981])"
6.390000000000001,"array('d', [-1.616447741213671, 1.3107304709650955, -2.0547424193119364, 2.3139802331454224, 1.5706253610503116, 1.525113374647193])"
6.391,"array('d', [-1.6164663447213132, 1.3108717541685841, -2.0549301301956384, 2.3140354715722298, 1.570625546302038, 1.5250949538161775])"
6.392,"array('d', [-1.6164850705575016, 1.3110120426636587, -2.0551222555780186, 2.314082492430673, 1.5706249772314982, 1.5250765112244762])"
6.393,"array('d', [-1.6165038827546478, 1.311152187250264, -2.055315840164639, 2.3141312603166297, 1.570624953720687, 1.5250577391076057])"
6.394,"array('d', [-1.616522939265629, 1.3112936365661354, -2.0555038758090363, 2.3141865408712285, 1.5706253068880132, 1.5250389114711809])"
6.3950000000000005,"array('d', [-1.6165421102395934, 1.3114340978320453, -2.055696294351522, 2.3142337012262977, 1.5706248125078548, 1.5250200142868087])"
6.396,"array('d', [-1.6165613707213227, 1.3115744145280603, -2.0558901722593976, 2.314282605850568, 1.570624818107037, 1.5250008032058817])"
6.397,"array('d', [-1.616580763974856, 1.3117146035772267, -2.056085421517807, 2.3143333728181594, 1.5706250460129179, 1.524981550732659])"
6.398000000000001,"array('d', [-1.6166004006094212, 1.3118561288417168, -2.056274922873289, 2.3143907224325324, 1.5706255223226318, 1.5249621987930952])"
6.399,"array('d', [-1.6166201516711853, 1.3119966470695639, -2.056468829965784, 2.3144396946231236, 1.570625079245854, 1.5249427618763132])"
6.4,"array('d', [-1.616640110123758, 1.3121384703351842, -2.0566571523628596, 2.3144950665316064, 1.5706252619716052, 1.5249229969417166])"
6.401,"array('d', [-1.6166601856748004, 1.3122792932908351, -2.0568499068476522, 2.314542185378542, 1.570624689869916, 1.5249031750699173])"
6.402,"array('d', [-1.6166803552646747, 1.3124199703435695, -2.0570441338504244, 2.3145910417478133, 1.5706246618735533, 1.5248830557054092])"
6.4030000000000005,"array('d', [-1.616700771583014, 1.312561958885803, -2.057232782254624, 2.3146464450193114, 1.5706250132894426, 1.5248628740781631])"
6.404,"array('d', [-1.6167212979235193, 1.312702954510989, -2.0574258284361173, 2.314693701373558, 1.570624516907222, 1.5248425929000746])"
6.405,"array('d', [-1.6167419213260161, 1.3128438034905618, -2.0576203469998404, 2.314742692723145, 1.5706245185457235, 1.5248220291958774])"
6.406,"array('d', [-1.6167627920791723, 1.3129859663422285, -2.057809271438443, 2.314798241829568, 1.5706248829633962, 1.5248013995557095])"
6.407,"array('d', [-1.6167837713651827, 1.3131271341024082, -2.0580025965743207, 2.3148456290997537, 1.5706243922921161, 1.5247806598252007])"
6.408,"array('d', [-1.616804850306065, 1.31326815427398, -2.058197395294077, 2.3148947456041964, 1.5706243964785602, 1.5247596477886756])"
6.409,"array('d', [-1.616826177530194, 1.3134104908517474, -2.0583865841640305, 2.314950429979482, 1.5706247632820771, 1.5247385673853364])"
6.41,"array('d', [-1.6168476118266435, 1.3135518300251023, -2.0585801775882167, 2.3149979358331683, 1.5706242739504979, 1.5247173664061444])"
6.4110000000000005,"array('d', [-1.6168691483870012, 1.313693020664982, -2.058775246170302, 2.315047165221911, 1.5706242788520233, 1.5246959034629024])"
6.412,"array('d', [-1.6168909341675064, 1.313835530346544, -2.0589646890123543, 2.3151029731555064, 1.5706246472140377, 1.5246743697988439])"
6.413,"array('d', [-1.616912825535693, 1.313977040268097, -2.059158540718162, 2.315150585559494, 1.5706241587236494, 1.5246527050702041])"
6.414,"array('d', [-1.6169348217669253, 1.3141184007134477, -2.059353869404353, 2.3151999160826815, 1.5706241640198315, 1.5246307887857675])"
6.415,"array('d', [-1.6169570681470093, 1.3142610829107086, -2.059543556326694, 2.315255836368719, 1.5706245337084535, 1.5246087994770046])"
6.416,"array('d', [-1.6169794186013824, 1.3144027629541295, -2.059737656786964, 2.3153035439278518, 1.5706240458136569, 1.5245866685965785])"
6.417,"array('d', [-1.6170018765072423, 1.3145442925738875, -2.0599332362485274, 2.3153529644639215, 1.5706240512950482, 1.5245642966355373])"
6.418,"array('d', [-1.6170245854802385, 1.314687146706398, -2.0601231578229693, 2.315408986440402, 1.5706244221312489, 1.5245418493931115])"
6.4190000000000005,"array('d', [-1.6170473969845962, 1.314828996253238, -2.0603174979131977, 2.3154567783633024, 1.5706239346247657, 1.5245192500480076])"
6.42,"array('d', [-1.6170703185185806, 1.3149706944177397, -2.0605133191825877, 2.3155062783738143, 1.5706239401088715, 1.524496420167001])"
6.421,"array('d', [-1.6170934920259639, 1.3151137198840444, -2.0607034663779804, 2.315562391878441, 1.5706243119331473, 1.524473512791703])"
6.422,"array('d', [-1.6171167664918242, 1.315255738295638, -2.060898037315252, 2.315610257929781, 1.5706238246318642, 1.524450442754889])"
6.423,"array('d', [-1.6171401535554462, 1.3153976043494866, -2.0610940917293985, 2.315659827413348, 1.5706238299567514, 1.5244271527984723])"
6.424,"array('d', [-1.6171637934851661, 1.3155408005016165, -2.061284455855975, 2.315716022742358, 1.5706242026259036, 1.524403783177102])"
6.425,"array('d', [-1.6171875327702554, 1.3156829870942874, -2.0614792491473533, 2.3157639532014938, 1.5706237153686256, 1.5243802403047952])"
6.426,"array('d', [-1.617211387211385, 1.315825020332472, -2.0616755282998023, 2.3158135826545085, 1.5706237203912305, 1.524356488202154])"
6.4270000000000005,"array('d', [-1.6172354953962504, 1.3159683864536407, -2.061866100961819, 2.315869850528319, 1.570624093777049, 1.524332654304508])"
6.428,"array('d', [-1.6172597013030297, 1.3161107404770125, -2.0620611083607376, 2.3159178361543593, 1.5706236064230579, 1.5243086365341572])"
6.429,"array('d', [-1.6172841385800454, 1.3162543962107394, -2.062250563736392, 2.3159722490171704, 1.5706237531742986, 1.5242844020208857])"
6.43,"array('d', [-1.617308674185993, 1.316397044085261, -2.0624444822442025, 2.3160184804536024, 1.5706231626299847, 1.5242599995261725])"
6.431,"array('d', [-1.617333327408027, 1.3165395366813473, -2.0626399298814992, 2.316066455350096, 1.5706231080053679, 1.524235410636846])"
6.432,"array('d', [-1.617358119055938, 1.3166818947954597, -2.062836795907864, 2.316116357227144, 1.5706232974096086, 1.5242107599839319])"
6.433,"array('d', [-1.6173831628482025, 1.3168255897471117, -2.063027920764437, 2.3161729327063494, 1.5706237475039087, 1.5241860067537236])"
6.434,"array('d', [-1.6174083010171179, 1.3169682682868755, -2.0632234801043046, 2.316221204172915, 1.5706232929384192, 1.5241610485801156])"
6.4350000000000005,"array('d', [-1.6174336760943762, 1.3171122527591295, -2.0634134520140255, 2.3162759137185316, 1.5706234554615128, 1.5241358943915662])"
6.436,"array('d', [-1.6174591457657346, 1.3172552234366295, -2.0636078936364344, 2.3163224004778273, 1.5706228724318227, 1.5241105473432275])"
6.437,"array('d', [-1.617484738274872, 1.3173980361964408, -2.0638038634794276, 2.3163706182423365, 1.570622822345551, 1.5240850355145725])"
6.438,"array('d', [-1.6175104704953671, 1.3175407123940253, -2.0640012479316696, 2.316420760102522, 1.5706230161412729, 1.5240594574930642])"
6.439,"array('d', [-1.617536457054251, 1.3176847298159746, -2.0641928561404335, 2.3164775941121127, 1.5706234715570713, 1.5240337752983641])"
6.44,"array('d', [-1.617562534617578, 1.3178277252335941, -2.064388905349958, 2.316526086343479, 1.570623020289257, 1.5240078658216625])"
6.441,"array('d', [-1.6175888547875676, 1.317972030999491, -2.0645793326309634, 2.316581028032277, 1.5706231864464104, 1.5239817819573442])"
6.442,"array('d', [-1.617615265758399, 1.318115316961815, -2.0647742381838725, 2.3166277051418076, 1.5706226053692884, 1.523955480552493])"
6.4430000000000005,"array('d', [-1.6176418047470476, 1.3182584424137158, -2.064970672366045, 2.3166761021546933, 1.5706225569498034, 1.5239290363506468])"
6.444,"array('d', [-1.6176684846611509, 1.3184014292659954, -2.065168518571912, 2.316726421842062, 1.5706227533315542, 1.523902521777712])"
6.445,"array('d', [-1.6176954210180083, 1.3185457617776002, -2.0653605544943217, 2.3167834537482475, 1.5706232127286366, 1.5238759016172763])"
6.446,"array('d', [-1.6177224448792669, 1.3186890667221183, -2.0655570390926714, 2.316832107413975, 1.5706227635764158, 1.5238490318456164])"
6.447,"array('d', [-1.6177497169688588, 1.31883368642421, -2.0657478683675703, 2.316887223278651, 1.5706229323165013, 1.523822009609571])"
6.448,"array('d', [-1.6177770759416517, 1.3189772803488529, -2.0659431854452306, 2.316934034246166, 1.5706223521881184, 1.5237947451864726])"
6.449,"array('d', [-1.6178045680451412, 1.3191207111789005, -2.066140032408708, 2.316982555385991, 1.5706223044766376, 1.5237673602477475])"
6.45,"array('d', [-1.6178323160134134, 1.319265461665268, -2.0663312272753744, 2.31703774679165, 1.5706226467240794, 1.5237398825918067])"
6.4510000000000005,"array('d', [-1.6178601477876817, 1.3194091966738561, -2.0665268602973765, 2.3170847738980163, 1.5706221485073373, 1.5237121452469182])"
6.452,"array('d', [-1.6178881150111803, 1.3195527672754825, -2.0667240175150217, 2.317133507104782, 1.5706221348105334, 1.523684298016879])"
6.453,"array('d', [-1.6179163388232534, 1.319697659918365, -2.0669154987948106, 2.3171889194152224, 1.5706224935191104, 1.523656355071648])"
6.454,"array('d', [-1.617944644713637, 1.3198415336383773, -2.06711141972932, 2.317236141384901, 1.5706220031951568, 1.5236281409502759])"
6.455,"array('d', [-1.6179730886554693, 1.3199852414138675, -2.067308861419616, 2.317285061040727, 1.5706219944945208, 1.523599827514258])"
6.456,"array('d', [-1.6180017901136101, 1.320130273721748, -2.067500603957549, 2.317340668003759, 1.5706223580938057, 1.5235714160590281])"
6.457,"array('d', [-1.6180305719502546, 1.3202742836208805, -2.0676967887792554, 2.317388057824954, 1.5706218707683373, 1.523542722116099])"
6.458,"array('d', [-1.6180594944441422, 1.3204181260812047, -2.06789449166911, 2.3174371373577705, 1.5706218648274042, 1.5235139395981476])"
6.4590000000000005,"array('d', [-1.6180886753629362, 1.3205632956206508, -2.0680864728304313, 2.3174929130654816, 1.570622232134246, 1.5234850568630367])"
6.46,"array('d', [-1.6181179349237285, 1.3207074393220033, -2.068282899487567, 2.3175404455544437, 1.5706217470423205, 1.5234558803698801])"
6.461,"array('d', [-1.6181473377235218, 1.3208514141349907, -2.0684808421092016, 2.3175896604230193, 1.5706217432586032, 1.5234266261419718])"
6.462,"array('d', [-1.6181769998254223, 1.3209967185969906, -2.068673041068878, 2.317645580939591, 1.5706221137530456, 1.5233972695750975])"
6.463,"array('d', [-1.618206738793508, 1.3211409938498702, -2.068869689194294, 2.3176932329900777, 1.5706216304297753, 1.5233676080078127])"
6.464,"array('d', [-1.6182366235576038, 1.3212850987993787, -2.069067851679409, 2.317742560686527, 1.570621628350397, 1.5233378796390926])"
6.465,"array('d', [-1.61826676846833, 1.3214305359626635, -2.069260249216783, 2.3177986039847265, 1.5706220015994634, 1.523308046879521])"
6.466,"array('d', [-1.6182969884314173, 1.3215749406013233, -2.069457099955985, 2.317846354423403, 1.5706215196500082, 1.523277897901448])"
6.4670000000000005,"array('d', [-1.6183274713493017, 1.321720646920526, -2.06964833683887, 2.31790056603578, 1.570621665941418, 1.5232476745950727])"
6.468,"array('d', [-1.618358027121426, 1.3218653219779006, -2.0698440629363284, 2.317946555178512, 1.570621078802156, 1.5232171337888292])"
6.469,"array('d', [-1.6183887311544387, 1.3220098241925329, -2.0700413411914793, 2.3179942621815797, 1.5706210185406417, 1.5231865505114908])"
6.47,"array('d', [-1.6184195790849958, 1.3221541769372553, -2.070240042984786, 2.3180439217775577, 1.5706212052831052, 1.5231558831782068])"
6.471,"array('d', [-1.618450688079906, 1.32229986539371, -2.0704329384593008, 2.3181003272784935, 1.5706216585945554, 1.5231251082729258])"
6.472,"array('d', [-1.6184818680798883, 1.322444515877616, -2.070630283900054, 2.318148408915237, 1.5706212118337417, 1.5230939930521472])"
6.473,"array('d', [-1.6185133164357461, 1.3225904716439492, -2.070821974069818, 2.318202959934119, 1.5706213767508617, 1.5230628248398062])"
6.474,"array('d', [-1.6185448335791552, 1.3227353892983629, -2.071018156873632, 2.3182492399235457, 1.570620799311633, 1.5230313138061247])"
6.4750000000000005,"array('d', [-1.6185765040796665, 1.3228801309257447, -2.07121588523698, 2.3182972229379417, 1.5706207460825634, 1.5229997824279626])"
6.476,"array('d', [-1.6186083195887029, 1.323024720237883, -2.0714150284992128, 2.3183471507223286, 1.570620939552762, 1.5229681629203613])"
6.477,"array('d', [-1.6186403980976245, 1.3231706489353372, -2.071608325333597, 2.3184038382268057, 1.5706214005131465, 1.5229364342819063])"
6.478,"array('d', [-1.6186725438693388, 1.3233155331764033, -2.0718060762964496, 2.3184521567487573, 1.570620958683746, 1.5229043423912088])"
6.479,"array('d', [-1.6187049634911146, 1.3234617264467536, -2.0719981333108963, 2.3185069536225025, 1.5706211293461358, 1.5228722196263174])"
6.48,"array('d', [-1.6187374477682093, 1.323606874935444, -2.072194688752857, 2.3185534327665063, 1.570620555476215, 1.522839729063492])"
6.481,"array('d', [-1.6187700904274043, 1.323751844389549, -2.0723927853557234, 2.3186016022374747, 1.5706205057896117, 1.5228072406646416])"
6.482,"array('d', [-1.6188029930555814, 1.3238981262756686, -2.0725851906407295, 2.3186564846220596, 1.5706208514636413, 1.5227746418521473])"
6.4830000000000005,"array('d', [-1.618835959751943, 1.3240433752587786, -2.072782037333834, 2.3187032064315387, 1.570620361953099, 1.5227416732959156])"
6.484,"array('d', [-1.6188690865532775, 1.3241884437922566, -2.072980416656281, 2.3187516141383826, 1.5706203481392766, 1.5227087141547555])"
6.485,"array('d', [-1.6189024740310316, 1.324334826950025, -2.0731730784399787, 2.3188067413825544, 1.570620711720626, 1.5226756421213667])"
6.486,"array('d', [-1.6189359237094567, 1.3244801734471177, -2.073370181949482, 2.3188536785261826, 1.5706202310967707, 1.5226421885860046])"
6.487,"array('d', [-1.61896953604245, 1.3246253378413138, -2.073568812389393, 2.3189022919966362, 1.5706202233516253, 1.5226087551737648])"
6.488,"array('d', [-1.6190034098973973, 1.324771819164545, -2.0737617000425748, 2.3189576311510836, 1.5706205928717751, 1.52257520668561])"
6.489,"array('d', [-1.6190373441204005, 1.324917260078861, -2.073959031013339, 2.3190047503467004, 1.570620116009525, 1.5225412651849046])"
6.49,"array('d', [-1.6190714435483038, 1.3250625173094175, -2.0741578841966004, 2.3190535369178296, 1.570620111909156, 1.5225073546924284])"
6.4910000000000005,"array('d', [-1.6191058053198766, 1.3252090938376087, -2.0743509703095464, 2.319109056127761, 1.5706204860193913, 1.522473327056149])"
6.492,"array('d', [-1.6191402255898912, 1.3253546263132967, -2.0745485020315995, 2.3191563266669117, 1.5706200120237257, 1.5224388949609435])"
6.493,"array('d', [-1.6191748135872477, 1.3254999735958763, -2.07474755203635, 2.319205256439609, 1.5706200108282118, 1.5224045048606965])"
6.494,"array('d', [-1.6192096647139766, 1.3256466425734492, -2.074940811633395, 2.31926092653548, 1.5706203888727168, 1.5223699956332624])"
6.495,"array('d', [-1.619244572430724, 1.3257922639582085, -2.0751385196876813, 2.319308320474735, 1.5706199171695985, 1.5223350705527234])"
6.496,"array('d', [-1.6192796503684561, 1.3259376986992266, -2.075337742777606, 2.319357366252206, 1.5706199183067946, 1.522300198544006])"
6.497,"array('d', [-1.6193149921842995, 1.326084457530989, -2.075531153051624, 2.3194131606233186, 1.570620299733245, 1.5222652055022048])"
6.498,"array('d', [-1.6193503886449627, 1.3262301653269746, -2.07572901508074, 2.3194606525755463, 1.570619829833399, 1.5222297852624957])"
6.4990000000000006,"array('d', [-1.6193860726218092, 1.3263771676016445, -2.0759212150553656, 2.3195146139950626, 1.5706199840506878, 1.522194410533333])"
6.5,"array('d', [-1.6194218069285227, 1.3265231186043562, -2.0761179070216187, 2.3195603277502967, 1.5706194078032507, 1.5221585947121226])"
6.501,"array('d', [-1.6194577138534998, 1.3266688803929174, -2.0763161496883873, 2.319607735016711, 1.5706193509552495, 1.5221228574731873])"
6.502,"array('d', [-1.6194937680929569, 1.32681447738713, -2.0765158034929736, 2.3196571002147026, 1.5706195423608682, 1.522087019812682])"
6.503,"array('d', [-1.6195300889057762, 1.3269614016565903, -2.0767096026070777, 2.3197132403539893, 1.5706200046336336, 1.5220510711614943])"
6.5040000000000004,"array('d', [-1.6195664598279338, 1.3271072693624868, -2.076907848877269, 2.31976104534076, 1.5706195704786918, 1.5220146696042318])"
6.505,"array('d', [-1.6196031234239354, 1.32725443472926, -2.0771003914567197, 2.319815326094418, 1.5706197440814196, 1.521978335140175])"
6.506,"array('d', [-1.6196398330729989, 1.3274005420523296, -2.0772974278036815, 2.3198613103942876, 1.5706191781379788, 1.5219415345018055])"
6.507000000000001,"array('d', [-1.6196767202487357, 1.327546457037344, -2.0774960060422223, 2.3199089729587623, 1.5706191289870055, 1.5219048347201356])"
6.508,"array('d', [-1.6197138691679265, 1.3276936718131258, -2.077688882356062, 2.319963359980239, 1.5706194783638445, 1.5218680122577821])"
6.509,"array('d', [-1.619751065475848, 1.327839841397473, -2.077886190890428, 2.3200096163080843, 1.5706189982467917, 1.5218307333850438])"
6.51,"array('d', [-1.6197884405501022, 1.3279858172442844, -2.0780850307150653, 2.3200575459016743, 1.570618986275578, 1.5217935597181258])"
6.511,"array('d', [-1.6198260780719846, 1.3281330949697918, -2.0782781409811517, 2.3201122045327107, 1.5706193546641265, 1.5217562612625966])"
6.5120000000000005,"array('d', [-1.6198637610538615, 1.3282793236568484, -2.0784756827061446, 2.3201587007385194, 1.5706188842965416, 1.5217184945571254])"
6.513,"array('d', [-1.6199016253149146, 1.3284253569668312, -2.0786747484103203, 2.3202068595257517, 1.5706188792879754, 1.5216808437388727])"
6.514,"array('d', [-1.619939752818635, 1.3285726943878788, -2.0788680580618655, 2.320261751688082, 1.5706192544841928, 1.521643066007336])"
6.515000000000001,"array('d', [-1.6199779238936645, 1.328718978961769, -2.0790657998525557, 2.3203084495660944, 1.5706187885746334, 1.5216048084752256])"
6.516,"array('d', [-1.6200162787623344, 1.3288650666147828, -2.0792650594901994, 2.3203568001039283, 1.5706187879576363, 1.521566677696555])"
6.517,"array('d', [-1.6200548976459004, 1.3290124607070002, -2.07945853769949, 2.3204118893689207, 1.5706191684807194, 1.5215284180011386])"
6.518,"array('d', [-1.620093558175012, 1.3291587982742015, -2.0796564495752565, 2.32045875383104, 1.5706187060158738, 1.5214896670250673])"
6.519,"array('d', [-1.620132404984288, 1.3293049374690291, -2.0798558741316984, 2.3205072619723093, 1.5706187089305617, 1.5214510537732204])"
6.5200000000000005,"array('d', [-1.6201715165454165, 1.3294523854880334, -2.0800494929709252, 2.320562515108351, 1.5706190940110614, 1.521412309690559])"
6.521,"array('d', [-1.6202106677878032, 1.3295987734311303, -2.0802475476910325, 2.320609514329386, 1.5706186343135513, 1.5213730629070799])"
6.522,"array('d', [-1.620250007767622, 1.3297449616272725, -2.0804471107689353, 2.320658149112909, 1.570618640081514, 1.521333964909265])"
6.523000000000001,"array('d', [-1.6202896131998823, 1.3298924610556138, -2.080640844898056, 2.3207135359119553, 1.5706190290660582, 1.5212947342486527])"
6.524,"array('d', [-1.6203292563129272, 1.330038896975801, -2.0808390176877882, 2.320760641073665, 1.5706185715551568, 1.5212549895251806])"
6.525,"array('d', [-1.620369204982276, 1.330186615618557, -2.0810315118650466, 2.3208142054215153, 1.5706187339936264, 1.5212153859412774])"
6.526,"array('d', [-1.620409185473364, 1.330333269694778, -2.0812284871625364, 2.32085953360184, 1.570618169936571, 1.5211752451352625])"
6.527,"array('d', [-1.6204493570795286, 1.330479721607393, -2.08142700508259, 2.3209065379732774, 1.5706181182361625, 1.5211352793289001])"
6.5280000000000005,"array('d', [-1.6204896779557403, 1.3306259960382831, -2.081626919339258, 2.3209554997683397, 1.5706183147716488, 1.5210952015409447])"
6.529,"array('d', [-1.6205302683555234, 1.330773585007471, -2.0818209620117747, 2.3210112368176548, 1.570618784983078, 1.5210550107841132])"
6.53,"array('d', [-1.6205708916296278, 1.3309201050192383, -2.0820194381007444, 2.3210586572079444, 1.570618363549019, 1.5210142792420631])"
6.531,"array('d', [-1.6206118254766295, 1.331067910993943, -2.0822121933516633, 2.321112541760842, 1.570618545927026, 1.5209737103565293])"
6.532,"array('d', [-1.6206527867955083, 1.331214645828401, -2.0824094306610683, 2.3211581402523147, 1.5706179926042059, 1.5209325794586626])"
6.533,"array('d', [-1.620693944029265, 1.3313611756206303, -2.0826082005641573, 2.3212053989664088, 1.5706179490734298, 1.520891645702083])"
6.534,"array('d', [-1.6207353642988436, 1.3315089924474701, -2.0828012510655727, 2.321259381903642, 1.5706183070724338, 1.520850577857662])"
