time,fx,fy,fz,mx,my,mz,force_magnitude,torque_magnitude
0.46900000000000003,1.2715689853376264,-0.5815387901299847,-5.792781861804558,-0.10266463811880762,-0.1776408604362555,-0.003949094318013404,5.959143960951966,0.20521183826117706
0.47000000000000003,1.2680293235037319,-0.5771034123565136,-5.7965914274289085,-0.10216878091435469,-0.17726870342904266,-0.003957426035286845,5.961662426736454,0.20464191708876278
0.47100000000000003,1.264368864307719,-0.572733839173415,-5.800159352104472,-0.10167919553118078,-0.17688191413897816,-0.003964598973278604,5.963933365269106,0.20406270702496296
0.47200000000000003,1.2605904015203135,-0.5684287250556663,-5.803491932458506,-0.10119576337744514,-0.1764808291113474,-0.003970638559823671,5.9659632907003814,0.20347440020785226
0.47300000000000003,1.2566966952513654,-0.5641867466567795,-5.806595332928757,-0.1007183676346156,-0.17606578074468882,-0.003975569863189787,5.967758593420891,0.20287718916614436
0.47400000000000003,1.2526904737637217,-0.5600066025589377,-5.809475584972615,-0.10024689321681574,-0.1756370974290184,-0.00397941761325323,5.9693255389835205,0.20227126676187804
0.47500000000000003,1.2485744323318653,-0.5558870130841587,-5.812138592136607,-0.0997812267842536,-0.17519510347486417,-0.003982206191133303,5.970670272137976,0.20165682598485904
0.47600000000000003,1.2443512341528857,-0.5518267200689667,-5.814590131008432,-0.09932125671953183,-0.17474011918828958,-0.003983959640338201,5.971798817319664,0.20103405986225478
0.47700000000000004,1.2400235098700423,-0.5478244866626832,-5.816835854901948,-0.09886687312865594,-0.17427246084780515,-0.0039847016633362126,5.972717081537558,0.20040316130124625
0.47800000000000004,1.2355938580652344,-0.5438790971027662,-5.818881295582576,-0.09841796782402738,-0.1737924407503858,-0.0039844556282971014,5.973430855583298,0.19976432298896996
0.47900000000000004,1.2310648451067607,-0.539989356512787,-5.820731866244963,-0.09797443431986377,-0.1733003672119909,-0.00398324456877149,5.9739458163532415,0.19911773726467175
0.48,1.2264390054562908,-0.5361540906821533,-5.82239286354612,-0.09753616781829048,-0.1727965446009554,-0.003981091188372284,5.9742675283697,0.19846359602143115
0.481,1.2217188416716713,-0.5323721458547479,-5.823869470211515,-0.09710306520108353,-0.1722812733500411,-0.003978017862112155,5.974401445821943,0.19780209059731585
0.482,1.2169068246418449,-0.5286423885156044,-5.825166757147787,-0.09667502501727682,-0.17175484998514315,-0.003974046640070687,5.974352914197072,0.19713341168408663
0.483,1.212005393663701,-0.5249637051775478,-5.826289685837227,-0.09625194747325358,-0.17121756714300876,-0.003969199249354532,5.974127172174769,0.1964577492323623
0.484,1.2070169566513005,-0.5213350021639536,-5.827243110438778,-0.09583373441996405,-0.17066971359848632,-0.003963497097649387,5.97372935328353,0.19577529236833902
0.485,1.2019438902568957,-0.5177552053998739,-5.82803178002867,-0.09542028934252138,-0.17011157428569817,-0.003956961275269304,5.973164487695672,0.19508622931079242
